"Plot Title: CM2SM"
"#","Date Time, GMT-08:00","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684002, LBL: 30 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684005, LBL: 10 CM)","Water Content, m³/m³ (LGR S/N: 20418942, SEN S/N: 20684009, LBL: 1 M)"
254,12/13/19 10:30:01 PM,0.3399,0.2973,0.2403
255,12/13/19 11:00:01 PM,0.3389,0.2942,0.2418
256,12/13/19 11:30:01 PM,0.3348,0.2919,0.2445
257,12/14/19 12:00:01 AM,0.3321,0.2901,0.2487
258,12/14/19 12:30:01 AM,0.3295,0.2890,0.1623
259,12/14/19 01:00:01 AM,0.3277,0.2881,0.2542
260,12/14/19 01:30:01 AM,0.3265,0.2877,0.2553
261,12/14/19 02:00:01 AM,0.3252,0.2871,0.2553
262,12/14/19 02:30:01 AM,0.3240,0.2868,0.1775
263,12/14/19 03:00:01 AM,0.3231,0.2861,0.2550
264,12/14/19 03:30:01 AM,0.3228,0.2853,0.1859
265,12/14/19 04:00:01 AM,0.3219,0.2847,0.2546
266,12/14/19 04:30:01 AM,0.3216,0.2840,0.2542
267,12/14/19 05:00:01 AM,0.3211,0.2834,0.2538
268,12/14/19 05:30:01 AM,0.3211,0.2830,0.2534
269,12/14/19 06:00:01 AM,0.3207,0.2827,0.2528
270,12/14/19 06:30:01 AM,0.3204,0.2821,0.2524
271,12/14/19 07:00:01 AM,0.3199,0.2817,0.2520
272,12/14/19 07:30:01 AM,0.3195,0.2813,0.2516
273,12/14/19 08:00:01 AM,0.3192,0.2810,0.2070
274,12/14/19 08:30:01 AM,0.3187,0.2810,0.2509
275,12/14/19 09:00:01 AM,0.3183,0.2803,0.2092
276,12/14/19 09:30:01 AM,0.3178,0.2803,0.2502
277,12/14/19 10:00:01 AM,0.3175,0.2803,0.2498
278,12/14/19 10:30:01 AM,0.3175,0.2803,0.2494
279,12/14/19 11:00:01 AM,0.3171,0.2806,0.2494
280,12/14/19 11:30:01 AM,0.3171,0.2813,0.2490
281,12/14/19 12:00:01 PM,0.3168,0.2824,0.2487
282,12/14/19 12:30:01 PM,0.3171,0.2827,0.2483
283,12/14/19 01:00:01 PM,0.3171,0.2830,0.2479
284,12/14/19 01:30:01 PM,0.3171,0.2827,0.2475
285,12/14/19 02:00:01 PM,0.3171,0.2827,0.2471
286,12/14/19 02:30:01 PM,0.3171,0.2824,0.2471
287,12/14/19 03:00:01 PM,0.3171,0.2821,0.2468
288,12/14/19 03:30:01 PM,0.3171,0.2817,0.2464
289,12/14/19 04:00:01 PM,0.3171,0.2813,0.2460
290,12/14/19 04:30:01 PM,0.3171,0.2813,0.2460
291,12/14/19 05:00:01 PM,0.3175,0.2810,0.0745
292,12/14/19 05:30:01 PM,0.3175,0.2810,0.2449
293,12/14/19 06:00:01 PM,0.3175,0.2806,0.2449
294,12/14/19 06:30:01 PM,0.3175,0.2806,0.2445
295,12/14/19 07:00:01 PM,0.3171,0.2803,0.2441
296,12/14/19 07:30:01 PM,0.3171,0.2803,0.2441
297,12/14/19 08:00:01 PM,0.3171,0.2800,0.2437
298,12/14/19 08:30:01 PM,0.3171,0.2796,0.2434
299,12/14/19 09:00:01 PM,0.3168,0.2796,0.2430
300,12/14/19 09:30:01 PM,0.3168,0.2796,0.2434
301,12/14/19 10:00:01 PM,0.3168,0.2796,0.2430
